sample_id,ipq,title_length,title_word_count,desc_length,desc_word_count,has_description,capital_ratio,number_count,multipack_size,has_multipack,weight_value,has_weight,volume_value,has_volume,total_numbers_in_title,total_quantity,estimated_unit_price,brand_frequency,brand_avg_price,brand_median_price,brand_price_std,brand_product_count,brand_tier,is_popular_brand,category_avg_price,category_median_price,category_size,brand_category_frequency,quantity_category_ratio,tier_multipack_interaction,premium_keyword_count,has_premium_keywords,value_keyword_count,quality_keyword_count,brand_in_title,is_high_value_category,is_low_value_category,brand_tier_quantity,premium_score,value_score,sample_id,price
83692,1,100,18,0,0,0,0.18,2,1,0,0.0,0,0.0,0,2,1,6.754999999999999,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,83692,6.754999999999999
37326,1,100,19,0,0,0,0.14,4,1,0,8.8,1,0.0,0,4,1,14.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,37326,14.99
22484,1,100,17,0,0,0,0.23,3,1,0,0.0,0,0.0,0,3,1,12.91,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,2,0,1,0,0,1.3862943611198906,2,2,22484,12.91
229012,1,100,17,0,0,0,0.14,1,1,0,1.0,1,1.0,1,1,1,37.49,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,229012,37.49
129540,1,100,19,0,0,0,0.12,6,1,0,0.0,0,0.0,0,6,1,8.14,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,129540,8.14
207208,1,100,20,0,0,0,0.17,2,1,0,0.0,0,0.0,0,2,1,47.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,1,1,0,0,1.3862943611198906,3,1,207208,47.99
28410,1,100,17,0,0,0,0.12,4,1,0,10.0,1,0.0,0,4,1,9.78,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,28410,9.78
44970,1,100,18,0,0,0,0.26,4,1,0,0.0,0,0.0,0,4,1,4.75,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,44970,4.75
139964,1,100,18,0,0,0,0.13,6,1,0,1.62,1,0.0,0,6,1,3.49,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,139964,3.49
70301,1,100,16,0,0,0,0.14,3,1,0,12.1,1,0.0,0,3,1,32.94,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,70301,32.94
299252,1,100,15,0,0,0,0.1,1,1,0,20.0,1,0.0,0,1,1,6.49,75000,23.647654,14.0,33.376932183155844,75000,2,0,18.95192058889137,10.145,4483,4483,0.00022301516503122213,0,0,0,0,0,1,0,1,1.3862943611198906,2,0,299252,6.49
1647,1,100,19,0,0,0,0.14,4,2,1,0.0,0,0.0,0,4,2,29.6,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,0.00011250492209034145,2,0,0,1,0,1,0,0,2.1972245773362196,2,2,1647,59.2
15187,1,100,15,0,0,0,0.14,0,1,0,0.0,0,0.0,0,0,1,48.81,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,15187,48.81
208354,1,100,19,0,0,0,0.15,4,1,0,4.6,1,0.0,0,4,1,46.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,208354,46.99
78559,1,100,16,0,0,0,0.15,1,12,1,0.0,0,0.0,0,1,12,4.2525,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,0.0006750295325420487,2,0,0,1,0,1,0,0,5.1298987149230735,2,2,78559,51.03
85500,1,100,16,0,0,0,0.15,0,1,0,0.0,0,0.0,0,0,1,15.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,85500,15.99
113465,1,100,18,0,0,0,0.15,2,1,0,18.0,1,0.0,0,2,1,5.66,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,113465,5.66
246304,1,100,18,0,0,0,0.15,3,1,0,14.0,1,0.0,0,3,1,41.74,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,1,1,1,0,1,0,0,1.3862943611198906,3,1,246304,41.74
142368,1,100,19,0,0,0,0.14,4,2,1,0.0,0,0.0,0,4,2,29.6,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,0.00011250492209034145,2,0,0,1,0,1,0,0,2.1972245773362196,2,2,142368,59.2
251795,1,100,18,0,0,0,0.15,3,1,0,0.0,0,0.0,0,3,1,24.28,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,251795,24.28
73845,1,100,15,0,0,0,0.17,0,1,0,0.0,0,0.0,0,0,1,4.154999999999999,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,1,1,0,1,1,0,0,1.3862943611198906,4,0,73845,4.154999999999999
58729,1,100,17,0,0,0,0.17,0,1,0,0.0,0,0.0,0,0,1,9.4,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,1,1,0,1,1,0,0,1.3862943611198906,4,0,58729,9.4
209096,1,100,16,0,0,0,0.11,3,30,1,1.25,1,0.0,0,3,30,0.33266666666666667,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,0.0023837902264600714,2,0,0,1,0,1,0,0,6.8679744089702925,2,2,209096,9.98
40618,1,100,18,0,0,0,0.11,4,20,1,0.0,0,0.0,0,4,20,0.33849999999999997,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,0.0011250492209034146,2,1,1,0,0,1,0,0,6.089044875446846,3,1,40618,6.77
271472,1,100,19,0,0,0,0.12,3,1,0,2.0,1,0.0,0,3,1,1.49,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,271472,1.49
235597,1,100,17,0,0,0,0.15,1,1,0,1.0,1,0.0,0,1,1,8.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,20.288443067389622,10.8,1291,1291,0.0007739938080495357,0,0,0,0,0,1,1,0,1.3862943611198906,2,0,235597,8.99
93368,1,100,16,0,0,0,0.13,4,36,1,3.9,1,0.0,0,4,36,0.4201388888888889,75000,23.647654,14.0,33.376932183155844,75000,2,0,18.95192058889137,10.145,4483,4483,0.008028545941123996,2,1,1,0,0,1,0,1,7.221835825288449,3,1,93368,15.125
26978,1,100,17,0,0,0,0.1,3,3,1,0.0,0,0.0,0,3,3,19.263333333333332,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,0.00016875738313551218,2,0,0,0,0,1,0,0,2.772588722239781,2,1,26978,57.79
15333,1,100,18,0,0,0,0.14,1,1,0,5.0,1,5.0,1,1,1,71.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,15333,71.99
236079,1,100,18,0,0,0,0.17,3,6,1,12.0,1,0.0,0,3,6,0.985,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,0.00018111567254286404,2,0,0,1,0,1,0,0,3.8918202981106265,2,2,236079,5.91
50550,1,100,17,0,0,0,0.14,0,1,0,0.0,0,0.0,0,0,1,19.28,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,1,1,0,1,1,0,0,1.3862943611198906,4,0,50550,19.28
159280,1,100,17,0,0,0,0.12,2,1,0,10.0,1,0.0,0,2,1,2.28,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,159280,2.28
135653,1,100,16,0,0,0,0.13,2,1,0,40.0,1,0.0,0,2,1,12.465,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,1,1,0,0,1.3862943611198906,3,0,135653,12.465
181628,1,100,20,0,0,0,0.11,4,1,0,64.0,1,0.0,0,4,1,5.515000000000001,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,0,1,1,0,0,1.3862943611198906,3,0,181628,5.515000000000001
191345,1,100,16,0,0,0,0.13,3,1,0,0.0,0,0.0,0,3,1,3.79,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,191345,3.79
148090,1,100,15,0,0,0,0.14,3,1,0,15.5,1,0.0,0,3,1,12.465,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,1,1,0,0,1.3862943611198906,3,0,148090,12.465
6515,1,100,16,0,0,0,0.15,0,1,0,0.0,0,0.0,0,0,1,21.725,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,1,1,0,0,1.3862943611198906,3,0,6515,21.725
216362,1,100,20,0,0,0,0.13,2,6,1,0.0,0,0.0,0,2,6,3.1999999999999997,75000,23.647654,14.0,33.376932183155844,75000,2,0,20.989776795341815,10.49,4637,4637,0.00129366106080207,2,0,0,1,0,1,0,1,3.8918202981106265,2,2,216362,19.2
257675,1,100,19,0,0,0,0.11,3,1,0,5.0,1,0.0,0,3,1,15.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,257675,15.99
215056,1,100,14,0,0,0,0.15,0,1,0,0.0,0,0.0,0,0,1,13.96,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,215056,13.96
35482,1,100,15,0,0,0,0.13,2,1,0,0.0,0,0.0,0,2,1,24.475,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,1,1,0,0,1,0,0,1.3862943611198906,3,0,35482,24.475
43123,1,100,17,0,0,0,0.47,2,850,1,0.0,0,0.0,0,2,850,0.05411764705882353,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,0.02565805361023907,2,0,0,0,0,1,0,0,13.492824257146749,2,1,43123,46.0
149257,1,100,16,0,0,0,0.2,2,1,0,0.0,0,0.0,0,2,1,3.79,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,149257,3.79
105744,1,100,16,0,0,0,0.12,3,1,0,18.5,1,0.0,0,3,1,2.79,75000,23.647654,14.0,33.376932183155844,75000,2,0,20.288443067389622,10.8,1291,1291,0.0007739938080495357,0,0,0,0,0,1,1,0,1.3862943611198906,2,0,105744,2.79
171491,1,100,20,0,0,0,0.14,5,2,1,6.4,1,0.0,0,5,2,4.785,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,0.00015891934843067143,2,0,0,1,0,1,0,0,2.1972245773362196,2,2,171491,9.57
82250,1,100,17,0,0,0,0.13,4,20,1,0.0,0,0.0,0,4,20,0.391,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,0.0011250492209034146,2,0,0,2,0,1,0,0,6.089044875446846,2,3,82250,7.82
46254,1,100,14,0,0,0,0.13,3,1,0,500.0,1,1.1,1,3,1,8.36,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,46254,8.36
209916,1,100,17,0,0,0,0.16,3,1,0,2.2,1,2.2,1,3,1,16.0,75000,23.647654,14.0,33.376932183155844,75000,2,0,20.989776795341815,10.49,4637,4637,0.00021561017680034498,0,0,0,0,0,1,0,1,1.3862943611198906,2,0,209916,16.0
75346,1,100,19,0,0,0,0.2,1,1,0,24.0,1,0.0,0,1,1,19.925,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,75346,19.925
278835,1,100,22,0,0,0,0.26,1,1,0,0.0,0,0.0,0,1,1,3.34,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,278835,3.34
218514,1,100,15,0,0,0,0.15,0,1,0,0.0,0,0.0,0,0,1,14.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,218514,14.99
227069,1,100,15,0,0,0,0.19,0,1,0,0.0,0,0.0,0,0,1,19.49,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,227069,19.49
193475,1,100,19,0,0,0,0.15,3,1,0,14.1,1,0.0,0,3,1,6.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,193475,6.99
45086,1,86,15,0,0,0,0.13953488372093023,4,1,0,10.5,1,0.0,0,4,1,14.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,1,1,0,0,1.3862943611198906,3,1,45086,14.99
23082,1,100,18,0,0,0,0.2,3,3,1,0.0,0,0.0,0,3,3,6.13,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,9.055783627143202e-05,2,0,0,2,0,1,0,0,2.772588722239781,2,3,23082,18.39
60674,1,100,18,0,0,0,0.15,3,1,0,400.0,1,0.0,0,3,1,16.9,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,60674,16.9
271931,1,100,15,0,0,0,0.22,1,1,0,0.0,0,0.0,0,1,1,5.96,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,271931,5.96
50381,1,100,17,0,0,0,0.12,3,45,1,29.25,1,0.0,0,3,45,0.3677777777777778,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,0.0013583675440714802,2,0,0,1,0,1,0,0,7.65728279297819,2,2,50381,16.55
220645,1,100,17,0,0,0,0.16,2,1,0,3.5,1,0.0,0,2,1,2.95,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,220645,2.95
68278,1,100,15,0,0,0,0.2,0,1,0,0.0,0,0.0,0,0,1,9.49,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,68278,9.49
180829,1,100,19,0,0,0,0.12,3,1,0,44.0,1,0.0,0,3,1,7.455,75000,23.647654,14.0,33.376932183155844,75000,2,0,18.95192058889137,10.145,4483,4483,0.00022301516503122213,0,0,0,0,0,1,0,1,1.3862943611198906,2,0,180829,7.455
140354,1,100,15,0,0,0,0.13,2,25,1,0.0,0,0.0,0,2,25,0.4476,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,0.0007546486355952669,2,0,0,1,0,1,0,0,6.516193076042964,2,2,140354,11.19
131992,1,100,15,0,0,0,0.14,1,1,0,0.0,0,0.0,0,1,1,9.965,75000,23.647654,14.0,33.376932183155844,75000,2,0,20.288443067389622,10.8,1291,1291,0.0007739938080495357,0,0,0,0,0,1,1,0,1.3862943611198906,2,0,131992,9.965
170479,1,84,12,0,0,0,0.13095238095238096,3,1,0,24.0,1,0.0,0,3,1,6.445,75000,23.647654,14.0,33.376932183155844,75000,2,0,18.95192058889137,10.145,4483,4483,0.00022301516503122213,0,0,0,1,0,1,0,1,1.3862943611198906,2,1,170479,6.445
85750,1,100,16,0,0,0,0.14,2,1,0,14.5,1,0.0,0,2,1,5.75,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,85750,5.75
236998,1,100,14,0,0,0,0.15,0,1,0,0.0,0,0.0,0,0,1,22.615,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,236998,22.615
250403,1,100,18,0,0,0,0.11,4,1,0,8.0,1,0.0,0,4,1,34.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,250403,34.99
192075,1,100,17,0,0,0,0.12,5,1,0,7.5,1,0.0,0,5,1,10.65,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,1,1,0,0,1,0,0,1.3862943611198906,3,0,192075,10.65
170347,1,100,17,0,0,0,0.16,0,1,0,0.0,0,0.0,0,0,1,4.03,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,170347,4.03
240949,1,100,15,0,0,0,0.14,1,1,0,0.0,0,0.0,0,1,1,15.595,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,1,1,0,0,1.3862943611198906,3,0,240949,15.595
181130,1,100,17,0,0,0,0.14,2,19,1,0.0,0,0.0,0,2,19,0.08394736842105263,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,0.0010687967598582437,2,0,0,1,0,1,0,0,5.991464547107982,2,2,181130,1.595
254338,1,100,19,0,0,0,0.13,3,1,0,18.0,1,0.0,0,3,1,5.49,75000,23.647654,14.0,33.376932183155844,75000,2,0,18.95192058889137,10.145,4483,4483,0.00022301516503122213,0,0,0,0,0,1,0,1,1.3862943611198906,2,0,254338,5.49
207293,1,100,17,0,0,0,0.13,0,1,0,0.0,0,0.0,0,0,1,17.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,207293,17.99
29538,1,100,15,0,0,0,0.17,2,1,0,32.0,1,2.0,1,2,1,18.945,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,1,1,0,0,1.3862943611198906,3,0,29538,18.945
231839,1,100,19,0,0,0,0.1,2,1,0,14.0,1,0.0,0,2,1,19.9,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,231839,19.9
281888,1,100,17,0,0,0,0.2,3,1,0,5.85,1,0.0,0,3,1,2.39,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,281888,2.39
231005,1,100,16,0,0,0,0.14,3,1,0,1.8,1,0.0,0,3,1,7.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,1,1,1,0,0,1.3862943611198906,3,1,231005,7.99
262283,1,100,18,0,0,0,0.15,2,1,0,0.0,0,0.0,0,2,1,12.3,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,1,1,0,0,1.3862943611198906,3,0,262283,12.3
169444,1,76,12,0,0,0,0.2236842105263158,4,1,0,32.0,1,0.0,0,4,1,4.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,1,1,2,0,1,0,0,1.3862943611198906,3,2,169444,4.99
20825,1,100,18,0,0,0,0.16,3,1,0,4.0,1,0.0,0,3,1,18.78,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,20825,18.78
280453,1,100,19,0,0,0,0.14,4,1,0,8.5,1,0.0,0,4,1,5.695,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,280453,5.695
271810,1,100,18,0,0,0,0.11,3,1,0,12.0,1,0.0,0,3,1,9.23,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,271810,9.23
283791,1,100,16,0,0,0,0.12,2,18,1,0.0,0,0.0,0,2,18,0.1938888888888889,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,0.0005433470176285922,2,0,0,0,0,1,0,0,5.8888779583328805,2,1,283791,3.49
195272,1,100,18,0,0,0,0.14,1,1,0,0.0,0,0.0,0,1,1,38.89,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,195272,38.89
255418,1,93,18,0,0,0,0.12903225806451613,4,1,0,7.0,1,0.0,0,4,1,9.57,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,255418,9.57
230682,1,100,16,0,0,0,0.2,1,1,0,0.0,0,0.0,0,1,1,12.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,1,1,0,0,1,0,0,1.3862943611198906,3,0,230682,12.99
224766,1,100,18,0,0,0,0.14,3,1,1,0.0,0,0.0,0,3,1,38.52,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,2,0,0,1,0,1,0,0,1.3862943611198906,2,2,224766,38.52
277487,1,100,17,0,0,0,0.1,4,1,0,3.62,1,0.0,0,4,1,5.79,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,277487,5.79
195638,1,100,19,0,0,0,0.14,3,2,1,0.0,0,0.0,0,3,2,15.41,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,0.00011250492209034145,2,0,0,1,0,1,0,0,2.1972245773362196,2,2,195638,30.82
172725,1,100,15,0,0,0,0.14,0,1,0,0.0,0,0.0,0,0,1,18.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,172725,18.99
146946,1,100,16,0,0,0,0.15,1,1,1,0.0,0,0.0,0,1,1,9.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,2,0,0,0,1,1,0,0,1.3862943611198906,3,1,146946,9.99
272302,1,100,17,0,0,0,0.14,2,1,0,25.0,1,0.0,0,2,1,35.105000000000004,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,1,1,1,0,1,0,0,1.3862943611198906,3,1,272302,35.105000000000004
224406,1,100,15,0,0,0,0.14,3,1,0,0.0,0,52.0,1,3,1,2.98,75000,23.647654,14.0,33.376932183155844,75000,2,0,27.618447344734474,18.69,17776,17776,5.6252461045170726e-05,0,0,0,1,0,1,0,0,1.3862943611198906,2,1,224406,2.98
214614,1,100,21,0,0,0,0.12,6,1,0,8.8,1,0.0,0,6,1,3.88,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,214614,3.88
49569,1,83,15,0,0,0,0.12048192771084337,4,1,0,567.0,1,0.0,0,4,1,3.19,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,2,0,1,0,0,1.3862943611198906,2,2,49569,3.19
72413,1,100,14,0,0,0,0.15,1,1,0,1.0,1,1.0,1,1,1,24.14,75000,23.647654,14.0,33.376932183155844,75000,2,0,21.58125,13.99,12584,12584,7.945967421533571e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,72413,24.14
156063,1,100,19,0,0,0,0.1,3,1,0,2.0,1,2.0,1,3,1,14.99,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,3.0185945423810673e-05,0,0,0,0,0,1,0,0,1.3862943611198906,2,0,156063,14.99
265812,1,100,18,0,0,0,0.14,3,3,1,1.1,1,1.1,1,3,3,4.733333333333333,75000,23.647654,14.0,33.376932183155844,75000,2,0,23.38847435626528,12.99,33127,33127,9.055783627143202e-05,2,1,1,1,1,1,0,0,2.772588722239781,4,2,265812,14.2
171203,1,100,18,0,0,0,0.15,3,1,0,0.0,0,64.0,1,3,1,17.74,75000,23.647654,14.0,33.376932183155844,75000,2,0,18.95192058889137,10.145,4483,4483,0.00022301516503122213,0,1,1,1,0,1,0,1,1.3862943611198906,3,1,171203,17.74
