item_name_length,word_count,brand,category,value,unit,normalized_quantity,is_premium,has_organic,has_premium,enhanced_bullet_point_count,enhanced_total_bullet_length,enhanced_avg_bullet_length,enhanced_has_technical_specs,enhanced_has_ingredients,enhanced_has_benefits,enhanced_premium_keywords_count,enhanced_quality_indicators,enhanced_extracted_weight,enhanced_extracted_dimensions,detailed_description_length,detailed_description_word_count,detailed_avg_word_length,detailed_sentence_count,detailed_technical_term_count,detailed_marketing_language_score,detailed_positive_word_count,detailed_confidence_indicators,detailed_has_usage_instructions,detailed_has_warranty_info,sample_id,price
53,12,famous,condiment,40.0,ounce,40.0,False,False,False,6,1009,168.16666666666666,False,True,False,1,1,40.0,1,0,0,0.0,0,0,0,0,0,0,0,207416,11.85
76,14,"starburst,",other,44.87,ounce,44.87,False,False,False,4,576,144.0,False,False,False,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,204360,26.49
98,17,naturalee,supplement,32.0,ounce,32.0,False,False,False,5,356,71.2,False,False,False,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,238010,24.68
47,8,crystal,other,0.5,pound,8.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,283319,2.99
78,13,mccormick,condiment,5.5,ounce,5.5,False,False,False,5,316,63.2,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,227586,6.12
135,24,food,grain,32.0,ounce,32.0,False,False,False,5,1064,212.8,False,True,False,2,2,0.0,1,1942,313,5.207667731629393,18,0,0,4,0,False,False,213051,24.82
198,28,earth,beverage,16.0,count,16.0,True,True,True,5,1019,203.8,True,False,False,2,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,79554,18.58
199,40,dorothy,condiment,32.0,fl oz,32.0,False,False,False,5,1897,379.4,True,True,False,0,0,0.0,1,236,39,5.076923076923077,3,0,1,0,0,False,False,86409,5.74
69,13,larabar,other,16.0,count,16.0,False,False,False,5,633,126.6,False,True,False,0,0,1.6,0,0,0,0.0,0,0,0,0,0,0,0,185205,30.0
38,7,"sunsweet,",other,48.0,fl oz,48.0,False,False,False,3,127,42.333333333333336,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,96183,5.49
90,13,cheez-it,snack,12.4,ounce,12.4,False,False,False,5,572,114.4,False,True,False,0,0,12.4,1,0,0,0.0,0,0,0,0,0,0,0,95251,4.29
25,3,gardeners,other,1.0,count,1.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,130911,2.59
114,21,pur,other,330.0,count,330.0,False,False,False,4,755,188.75,False,True,False,0,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,52712,19.99
63,10,"peeps,",other,3.0,ounce,3.0,False,False,False,2,26,13.0,False,False,False,0,0,0.0,0,849,131,5.488549618320611,29,0,1,0,1,False,True,100427,2.18
45,9,bisto,other,18.0,ounce,18.0,False,False,False,5,985,197.0,False,False,False,0,0,170.0,1,1000,147,5.809523809523809,8,0,2,0,0,False,False,163056,23.14
42,8,lao,other,7.41,ounce,7.41,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,1,1,1.0,1,0,0,0,0,False,False,192945,3.935
42,7,hershey's,other,7.0,fl oz,7.0,False,False,False,14,198,14.142857142857142,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,227247,13.95
48,9,special,beverage,1.0,ounce,1.0,True,True,True,6,1132,188.66666666666666,False,False,True,2,2,1.0,0,623,99,5.303030303030303,10,0,1,0,0,True,False,63122,8.78
38,7,stash,beverage,20.0,count,20.0,False,False,False,3,77,25.666666666666668,False,False,False,0,0,0.0,1,313,60,4.233333333333333,4,0,0,0,1,False,False,275543,4.67
79,15,kona,beverage,8.0,ounce,8.0,False,False,False,5,426,85.2,True,True,False,0,0,4.0,0,1800,298,5.043624161073826,19,0,0,1,2,False,True,2269,52.61
55,9,savannah,other,9.0,ounce,9.0,True,False,True,5,979,195.8,False,False,False,3,1,0.0,0,1961,345,4.6869565217391305,18,1,2,0,0,False,False,53988,33.09
59,9,nature,other,96.0,count,96.0,False,False,False,5,484,96.8,False,True,False,0,0,16.0,1,0,0,0.0,0,0,0,0,0,0,0,127933,8.49
47,8,sweet,condiment,40.0,ounce,40.0,False,False,False,4,191,47.75,True,False,False,0,0,32.5,1,0,0,0.0,0,0,0,0,0,0,0,288083,4.390000000000001
53,9,ruffles,snack,96.0,ounce,96.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,282373,45.49
103,14,starbucks,beverage,36.0,count,36.0,True,False,True,5,690,138.0,False,False,False,1,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,24296,12.99
54,11,juniper,beverage,12.0,ounce,12.0,False,False,False,5,422,84.4,True,True,False,0,0,4.0,0,1800,301,4.983388704318937,19,0,0,0,2,False,True,146033,83.74
41,7,kikkoman,other,5.25,ounce,5.25,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,42829,7.95
85,14,ice,other,3.24,ounce,3.24,False,False,False,5,680,136.0,False,False,False,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,9378,4.12
37,7,dynasty,condiment,5.0,fl oz,5.0,False,False,False,5,67,13.4,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,99955,11.99
38,5,yummallo,other,6.5257,ounce,6.5257,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,145402,5.39
54,9,gatorade,beverage,384.0,fl oz,384.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,294947,3.49
94,16,now,other,14.82,ounce,14.82,True,True,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,72677,13.02
57,10,urban,other,3.75,ounce,3.75,False,False,False,6,1224,204.0,False,True,False,3,1,7.0,1,797,118,5.762711864406779,6,1,2,0,0,False,False,220340,9.85
114,16,pop,snack,22.5,ounce,22.5,True,False,True,5,1362,272.4,True,True,False,2,2,7.5,1,1009,150,5.733333333333333,9,0,1,1,0,False,False,111887,16.24
70,11,capri,beverage,40.0,count,40.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,26380,44.89
138,24,food,supplement,4.0,ounce,4.0,False,False,False,5,643,128.6,False,True,False,0,0,0.0,1,995,161,5.186335403726708,7,0,0,1,0,False,False,211576,7.99
96,15,marshalls,condiment,5.0,ounce,5.0,False,False,False,5,771,154.2,False,True,False,0,0,5.0,1,390,63,5.2063492063492065,4,0,0,0,0,False,False,248261,12.78
55,11,arrowhead,grain,72.0,ounce,72.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,821,129,5.372093023255814,8,0,0,2,0,False,False,268734,11.0
83,14,pingo,other,40.0,count,40.0,False,False,False,5,980,196.0,False,False,False,2,1,8.0,1,0,0,0.0,0,0,0,0,0,0,0,131254,21.0
74,12,core,supplement,168.0,fl oz,168.0,False,False,False,6,642,107.0,False,False,False,0,3,42.0,1,0,0,0.0,0,0,0,0,0,0,0,100043,5.99
61,11,langers,other,120.0,fl oz,120.0,True,True,True,6,162,27.0,False,True,False,1,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,177181,45.47
64,10,lorann,other,1.0,fl oz,1.0,False,False,False,6,865,144.16666666666666,False,False,False,0,0,0.0,1,46,8,4.875,1,0,0,0,0,False,False,264638,6.75
83,15,lily's,snack,3.0,count,3.0,False,False,False,5,688,137.6,True,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,230334,9.29
45,8,illy,beverage,1.0,count,1.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,158217,15.99
39,7,amazon,other,16.0,ounce,16.0,False,False,False,4,426,106.5,False,False,False,0,1,16.0,1,0,0,0.0,0,0,0,0,0,0,0,60950,1.99
95,18,primal,other,24.0,fl oz,24.0,False,False,False,5,604,120.8,False,True,False,0,1,0.0,1,827,125,5.624,8,0,1,0,1,True,True,7648,9.99
59,12,cherry,beverage,12.0,ounce,12.0,False,False,False,5,308,61.6,True,True,False,0,0,4.0,0,1800,301,4.983388704318937,19,0,0,1,2,False,True,142156,76.44
45,8,lavender,beverage,50.0,count,50.0,False,False,False,5,366,73.2,True,True,False,0,0,0.0,0,1800,299,5.023411371237458,20,0,0,0,2,False,True,145297,45.27
86,13,wolfgang,beverage,48.0,count,48.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,95730,19.99
190,37,kiki,other,192.0,fl oz,192.0,True,True,True,5,1717,343.4,False,True,True,3,2,0.0,1,0,0,0.0,0,0,0,0,0,0,0,71515,7.789999999999999
112,21,rawguru,snack,16.0,ounce,16.0,True,True,True,5,952,190.4,False,True,False,2,2,0.0,1,968,145,5.682758620689655,9,0,0,0,0,False,False,238205,15.09
87,16,arctic,other,1.0,count,1.0,False,False,False,5,202,40.4,True,False,False,0,0,1.0,1,52,10,4.3,3,0,0,0,0,False,False,214179,84.95
79,17,dried,beverage,1.0,ounce,1.0,False,False,False,3,444,148.0,False,False,True,0,0,0.0,0,437,68,5.4411764705882355,4,0,0,0,0,False,False,224697,9.9
64,9,organic,other,1.0,count,1.0,True,True,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,127951,95.99
53,11,gimme,other,6.0,count,6.0,False,False,False,6,701,116.83333333333333,False,False,False,1,0,0.17,1,0,0,0.0,0,0,0,0,0,0,0,121949,8.88
111,18,taco,other,106.208,ounce,106.208,False,False,False,5,337,67.4,False,False,False,0,0,8.85,1,0,0,0.0,0,0,0,0,0,0,0,187012,4.59
56,11,cherry,beverage,50.0,count,50.0,False,False,False,5,299,59.8,True,True,False,0,0,0.0,0,1799,297,5.0606060606060606,20,0,0,0,2,False,True,142590,35.63
76,13,gates,condiment,18.0,ounce,18.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,76,13,4.923076923076923,1,0,0,0,0,False,False,163777,8.795
150,25,mr.,other,50.0,ounce,50.0,True,False,True,4,917,229.25,False,False,False,1,0,0.0,1,353,58,5.103448275862069,5,0,2,0,0,False,False,193830,59.99
82,13,set,other,3.0,count,3.0,True,False,True,5,182,36.4,False,False,False,1,0,0.0,0,351,61,4.770491803278689,5,0,1,1,0,False,False,229727,28.99
46,7,funyuns,other,2.125,ounce,2.125,False,False,False,4,150,37.5,True,False,False,0,0,2.125,1,0,0,0.0,0,0,0,0,0,0,0,16403,2.685
62,12,bobs,grain,32.0,fl oz,32.0,True,True,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,121733,11.89
142,23,momofuku,condiment,3.4,ounce,3.4,False,False,False,5,815,163.0,False,True,False,0,0,0.0,1,250,43,4.837209302325581,4,0,0,0,0,False,False,61941,25.475
62,10,honest,other,108.0,fl oz,108.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,229249,3.99
48,9,"soup,",other,1.76,fl oz,1.76,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,48976,6.95
81,13,alba,other,32.0,fl oz,32.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,250400,14.45
52,8,black,other,16.0,fl oz,16.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,175174,15.29
164,27,herdez,snack,324.0,ounce,324.0,True,False,True,5,436,87.2,False,True,False,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,33126,7.815
74,11,family,condiment,6.0,ounce,6.0,False,False,False,5,344,68.8,False,False,False,0,0,0.0,0,21,2,10.0,1,0,0,0,0,False,False,6029,29.99
53,7,old,snack,8.0,ounce,8.0,False,False,False,4,152,38.0,False,False,False,0,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,46282,11.05
45,7,recipe,other,2.65,ounce,2.65,False,False,False,3,66,22.0,False,True,False,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,257395,8.49
167,29,organic,beverage,8.0,ounce,8.0,True,True,True,7,750,107.14285714285714,False,False,False,1,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,132928,32.0
66,12,member's,other,96.0,ounce,96.0,False,False,False,2,80,40.0,False,False,False,0,0,4.0,0,66,12,4.583333333333333,1,0,0,0,0,False,False,141856,10.98
65,9,monin,other,33.8,fl oz,33.8,False,False,False,4,267,66.75,False,True,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,32086,20.99
101,19,generic.kashi.go,grain,12.2,ounce,12.2,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,772,130,4.946153846153846,3,0,0,2,2,False,False,209578,36.66
197,32,eco,beverage,,none,0.0,False,False,False,6,1173,195.5,False,True,False,1,0,0.0,1,1555,216,6.203703703703703,17,1,1,2,0,False,False,230566,59.99
160,24,oat,beverage,14.0,count,14.0,True,True,True,5,1114,222.8,False,True,True,2,0,0.0,1,764,112,5.830357142857143,7,0,0,0,0,False,False,196982,21.42
76,16,nellie,other,4.0,count,4.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,13681,4.0
50,10,burt's,other,0.63,ounce,0.63,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,267721,9.48
24,4,ojai,other,1.0,count,1.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,79069,11.99
52,9,buchu,beverage,4.0,ounce,4.0,True,True,True,5,157,31.4,True,False,False,1,0,4.0,0,311,36,7.666666666666667,4,0,0,1,1,False,False,156017,44.63
105,17,community,beverage,12.0,ounce,12.0,False,False,False,5,963,192.6,False,False,False,0,2,0.0,1,0,0,0.0,0,0,0,0,0,0,0,34327,8.775
81,12,family,condiment,60.0,ounce,60.0,False,False,False,4,239,59.75,False,False,False,0,0,0.0,0,80,10,7.1,1,0,0,0,0,False,False,5906,31.99
40,8,san,other,16.0,ounce,16.0,False,False,False,5,202,40.4,False,False,False,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,275994,2.13
79,12,wholesome,other,24.0,ounce,24.0,False,False,False,4,262,65.5,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,36583,7.34
57,7,mystic,other,3.8,ounce,3.8,False,False,False,4,83,20.75,False,False,False,0,0,3.8,0,242,40,5.075,4,0,0,0,0,False,False,116761,10.99
70,13,a,grain,42.0,ounce,42.0,False,False,False,8,326,40.75,False,False,False,0,0,7.0,1,0,0,0.0,0,0,0,0,0,0,0,277992,23.52
209,33,good,other,3.4,ounce,3.4,False,False,False,5,913,182.6,False,False,False,2,0,0.0,1,573,101,4.683168316831683,7,0,1,0,0,False,False,201523,10.75
55,8,bluebonnet,other,60.0,count,60.0,False,False,False,5,438,87.6,False,False,False,1,1,0.0,1,1240,169,6.34319526627219,12,0,0,0,0,False,False,286321,18.8
81,15,birch,condiment,28.8,ounce,28.8,False,False,False,5,289,57.8,False,True,False,0,0,0.0,0,225,32,6.0625,3,0,0,0,0,False,False,72979,47.56
189,31,olive,other,17.0,fl oz,17.0,True,True,True,6,2419,403.1666666666667,False,True,False,4,6,0.0,1,128,24,4.375,1,0,0,0,0,False,False,212839,24.99
179,33,shirakiku,other,1.0,ounce,1.0,False,False,False,5,1109,221.8,False,True,False,2,1,3.17,0,1035,175,4.92,12,0,1,1,0,False,False,49830,8.99
42,8,pecan,beverage,50.0,count,50.0,False,False,False,5,377,75.4,True,True,False,0,0,0.0,0,1799,300,5.0,20,0,0,0,2,False,True,145209,45.27
168,25,drizzilicious,snack,21.6,ounce,21.6,False,False,False,5,939,187.8,False,True,False,2,3,11.0,0,51,7,6.428571428571429,2,0,0,0,0,False,False,20560,4.99
121,21,riley's,other,5.0,ounce,5.0,True,True,True,5,919,183.8,False,True,False,1,2,0.0,1,0,0,0.0,0,0,0,0,0,0,0,94252,9.945
143,25,asian,grain,160.0,ounce,160.0,False,False,False,5,556,111.2,False,False,True,1,2,10.0,1,305,51,5.0,4,0,0,0,0,False,False,11777,32.99
46,8,ghirardelli,other,6.38,fl oz,6.38,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,93192,6.39
91,18,real,snack,21.0,ounce,21.0,False,False,False,5,511,102.2,False,True,False,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,118856,34.665
77,13,cholula,condiment,27.0,ounce,27.0,False,False,False,5,731,146.2,True,False,False,2,0,4.5,1,0,0,0.0,0,0,0,0,0,0,0,238082,1.42
43,9,minute,other,288.0,fl oz,288.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,241138,50.775000000000006
159,27,fire,condiment,20.0,fl oz,20.0,True,False,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,209616,16.99
36,7,salt,other,1.0,count,1.0,False,False,False,4,208,52.0,False,True,False,0,0,0.0,1,108,16,5.8125,2,0,0,0,0,False,False,65271,15.9
99,19,rani,other,33.8,ounce,33.8,False,False,False,5,396,79.2,False,False,False,1,0,33.8,0,224,38,4.921052631578948,3,0,0,0,0,False,False,110671,10.99
53,11,nustevia,other,24.0,ounce,24.0,False,False,False,3,48,16.0,False,False,False,2,1,0.0,0,455,66,5.909090909090909,5,0,1,0,0,False,False,272144,20.99
57,9,madhava,other,,none,0.0,True,True,True,3,84,28.0,False,False,False,1,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,247622,6.92
145,25,honey,beverage,4.0,ounce,4.0,False,False,False,5,421,84.2,False,True,False,0,0,0.0,0,191,30,5.4,5,0,0,1,0,False,False,53207,11.99
80,16,muso,other,1.4,ounce,1.4,False,False,False,5,1009,201.8,False,False,False,3,2,0.0,1,0,0,0.0,0,0,0,0,0,0,0,10384,11.7
115,22,chicken,other,60.0,ounce,60.0,False,False,False,5,923,184.6,False,True,False,2,2,5.0,0,0,0,0.0,0,0,0,0,0,0,0,244725,2.6100000000000003
39,7,delallo,other,1.0,count,1.0,False,False,False,3,202,67.33333333333333,False,False,False,0,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,37303,8.47
61,11,imagine,other,1.0,count,1.0,True,True,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,153304,4.49
81,15,red,grain,16.0,ounce,16.0,False,False,False,6,557,92.83333333333333,False,False,False,0,1,1.0,1,0,0,0.0,0,0,0,0,0,0,0,285689,3.54
55,9,knorr,other,60.0,ounce,60.0,False,False,False,5,270,54.0,False,False,False,0,0,60.0,0,0,0,0.0,0,0,0,0,0,0,0,190507,18.375
61,10,davinci,other,12.0,count,12.0,True,False,True,0,0,0.0,0,0,0,0,0,0.0,0,913,145,5.303448275862069,9,1,1,0,0,False,False,23495,126.68
49,8,skittles,other,14.4,ounce,14.4,False,False,False,10,1492,149.2,True,False,False,0,0,0.0,1,1118,175,5.394285714285714,11,0,1,1,0,False,False,200145,3.3400000000000003
119,20,la,other,200.4,ounce,200.4,False,False,False,3,93,31.0,False,False,False,0,0,192.0,1,0,0,0.0,0,0,0,0,0,0,0,279336,4.0
38,8,cool,other,180.0,count,180.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,604,91,5.648351648351649,5,0,0,0,0,False,False,36684,18.83
58,11,true,other,4.24,ounce,4.24,False,False,False,5,210,42.0,False,False,False,0,0,0.0,0,713,128,4.578125,10,0,0,0,0,False,False,34154,16.99
45,9,goya,other,3.0,count,3.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,97902,17.99
47,11,loot,condiment,20.0,ounce,20.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,248542,18.49
35,6,heinz,other,132.0,ounce,132.0,False,False,False,5,176,35.2,False,True,False,0,1,44.0,0,0,0,0.0,0,0,0,0,0,0,0,185052,16.48
157,27,door,beverage,10.0,ounce,10.0,True,False,True,6,1278,213.0,False,False,False,3,0,10.0,0,1094,155,6.064516129032258,5,0,2,0,0,False,False,193678,12.99
51,9,pickled,other,16.0,ounce,16.0,False,False,False,4,537,134.25,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,133953,22.47
138,25,dehydrated,condiment,16.0,ounce,16.0,False,False,False,5,1473,294.6,True,False,False,2,4,16.0,1,1782,281,5.345195729537367,23,0,2,2,0,False,False,99400,23.99
44,10,red,beverage,240.0,count,240.0,False,False,False,3,156,52.0,False,False,False,2,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,279254,34.99
113,15,dove,other,7.94,ounce,7.94,False,False,False,5,452,90.4,False,False,False,2,2,0.0,0,0,0,0.0,0,0,0,0,0,0,0,44427,4.48
71,12,near,grain,4.9,ounce,4.9,False,False,False,4,305,76.25,False,False,False,1,0,8.0,1,0,0,0.0,0,0,0,0,0,0,0,151610,3.79
65,10,spicely,condiment,1.7,ounce,1.7,True,True,True,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,155124,22.380000000000003
199,37,patriotic,other,1.0,count,1.0,False,False,False,5,649,129.8,True,False,False,2,3,3.5,1,1363,219,5.228310502283105,16,0,0,1,1,False,False,123174,36.99
153,26,perfect,snack,19.0,ounce,19.0,False,False,False,5,992,198.4,False,True,False,2,0,11.0,1,0,0,0.0,0,0,0,0,0,0,0,234596,2.99
117,21,jack's,supplement,107.2,ounce,107.2,True,True,True,5,847,169.4,False,False,False,1,1,0.0,1,511,87,4.885057471264368,5,0,0,0,0,False,False,800,25.255000000000003
31,5,hershey's,other,10.1,ounce,10.1,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,156504,8.435
71,10,bubblicious,other,100.0,count,100.0,False,False,False,3,168,56.0,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,279795,6.0
100,18,spicy,other,160.0,ounce,160.0,False,False,False,4,280,70.0,False,False,False,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,175092,55.99
33,5,embasa,other,12.0,ounce,12.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,184673,3.9
162,27,kikkoman,condiment,9.25,ounce,9.25,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,153599,4.29
152,21,bittertales,other,17.0,fl oz,17.0,True,False,True,6,1300,216.66666666666666,False,False,False,1,1,0.0,1,0,0,0.0,0,0,0,0,0,0,0,201341,74.98
80,11,mystic,other,1.0,count,1.0,False,False,False,4,117,29.25,False,False,False,0,0,0.0,1,220,38,4.815789473684211,3,0,0,0,0,False,False,64061,9.99
67,13,rap,snack,15.0,ounce,15.0,False,False,False,5,1260,252.0,True,False,False,1,2,2.5,0,386,64,5.046875,5,0,0,0,0,False,False,56541,1.985
73,14,wondra,condiment,40.5,ounce,40.5,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,182076,15.765
101,19,generic.kashi.go,grain,12.2,ounce,12.2,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,209575,22.91
43,6,golden,snack,1.0,count,1.0,False,False,False,2,49,24.5,False,False,False,0,0,10.0,0,43,6,6.333333333333333,2,0,0,0,0,False,False,152745,2.64
54,9,amoretti,other,2.0,ounce,2.0,False,False,False,5,476,95.2,True,True,False,0,1,0.0,1,577,76,6.605263157894737,5,0,0,1,0,False,False,211701,29.48
100,17,ben's,grain,102.0,ounce,102.0,False,False,False,5,454,90.8,False,False,False,1,0,8.5,0,0,0,0.0,0,0,0,0,0,0,0,4729,2.28
120,17,little,other,11.6,fl oz,11.6,True,True,True,7,711,101.57142857142857,False,True,False,1,1,0.0,1,797,117,5.82051282051282,8,1,0,0,0,False,False,51515,17.9
167,25,vegan,supplement,96.0,ounce,96.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,252384,33.475
141,27,soft,other,100.0,fl oz,100.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,209453,5.97
75,13,arcor,other,16.0,ounce,16.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,236,38,5.2368421052631575,5,0,0,0,0,False,False,179245,16.99
85,16,awake,other,60.0,count,60.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,120630,56.505
45,10,de,other,320.0,ounce,320.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,66466,55.885000000000005
39,8,taco,condiment,7.5,ounce,7.5,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,137248,2.07
54,7,pepperidge,snack,6.6,ounce,6.6,False,False,False,5,696,139.2,True,True,False,0,0,0.0,1,2399,393,5.106870229007634,15,0,1,2,0,False,False,152615,3.495
188,31,mudwtr,beverage,6.4,ounce,6.4,True,True,True,5,2435,487.0,False,True,True,1,1,0.0,1,1968,267,6.3745318352059925,12,0,2,0,0,False,False,206253,49.99
79,14,kohana,beverage,96.0,fl oz,96.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,128336,1.98
198,26,indus,beverage,80.0,ounce,80.0,False,False,False,5,517,103.4,False,True,False,0,0,0.0,1,187,29,5.482758620689655,3,0,0,0,0,False,False,246080,93.09
38,8,libby's,other,16.0,fl oz,16.0,False,False,False,0,0,0.0,0,0,0,0,0,0.0,0,25,4,5.5,1,0,0,0,0,False,False,89545,2.89
47,9,bob's,grain,80.0,ounce,80.0,False,False,False,5,626,125.2,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,34117,26.99
68,11,uncle,grain,52.8,ounce,52.8,False,False,False,5,53,10.6,False,False,False,0,0,8.8,0,7,1,7.0,1,0,0,0,0,False,False,294230,1.865
195,31,food,supplement,16.0,ounce,16.0,True,True,True,5,583,116.6,False,False,False,1,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,140414,10.9
101,18,mucho,beverage,40.0,count,40.0,False,False,False,5,503,100.6,False,False,False,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,65797,24.02
148,22,dolce,other,8.0,fl oz,8.0,False,False,False,10,2117,211.7,False,False,False,4,1,1.0,1,1440,215,5.702325581395349,12,0,0,2,0,False,False,68194,34.95
157,24,illy,beverage,17.6,ounce,17.6,False,False,False,5,977,195.4,False,False,False,1,2,0.0,1,0,0,0.0,0,0,0,0,0,0,0,269903,11.55
65,11,claeys,other,36.0,ounce,36.0,False,False,False,5,188,37.6,False,False,False,0,0,6.0,0,0,0,0.0,0,0,0,0,0,0,0,86727,20.24
35,9,tabasco,condiment,12.0,fl oz,12.0,False,False,False,5,305,61.0,True,False,False,0,0,2.0,0,1042,172,5.063953488372093,10,0,0,0,0,False,False,82407,3.07
105,19,n'joy,other,2000.0,count,2000.0,False,False,False,5,564,112.8,False,True,False,0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,166399,53.13
