sample_id,price,ipq,title_length,title_word_count,desc_length,desc_word_count,has_description,capital_ratio,number_count,multipack_size,has_multipack,weight_value,has_weight,volume_value,has_volume,total_numbers_in_title,total_quantity,log_total_quantity,log_weight,log_volume,brand_frequency,brand_tier,is_popular_brand,brand_name_length,brand_in_title,category_size,is_large_category,brand_category_frequency,quantity_category_ratio,tier_multipack_interaction,brand_tier_quantity,weight_brand_interaction,premium_keyword_count,has_premium_keywords,value_keyword_count,quality_keyword_count,premium_score,value_score,is_travel_size,is_family_size,is_multipack,is_standard_size,special_char_count,has_parentheses,has_ampersand,title_complexity,numeric_density,category_in_title
163656,7.97,1,48,8,0,0,0,0.10416666666666667,3,4,1,25.4,1,0.0,0,2,4,1.6094379124341003,3.2733640101522705,0.0,159,3,1,6,1,32142,1,114,0.4521994815645916,3,4.828313737302301,9.820092030456811,0,0,0,0,3,1,0,0,1,1,2,1,0,2.6666666666666665,0.061224489795918366,0
241063,11.165,1,217,37,0,0,0,0.1336405529953917,0,1,0,0.0,0,0.0,0,0,1,0.6931471805599453,0.0,0.0,26,1,0,7,1,3535,0,3,0.1900129004515158,0,0.6931471805599453,0.0,2,1,0,0,3,0,0,0,0,1,7,0,1,6.166666666666667,0.0,0
73327,12.25,1,163,24,23,4,1,0.12269938650306748,1,12,1,0.0,0,0.0,0,1,12,2.5649493574615367,0.0,0.0,27,1,0,10,1,17196,1,25,1.2581901991988147,1,2.5649493574615367,0.0,1,1,0,0,2,1,0,0,1,1,0,0,0,12.0,0.006097560975609756,0
220792,21.99,1,148,23,24,5,1,0.12162162162162163,1,1,0,0.0,0,0.0,0,1,1,0.6931471805599453,0.0,0.0,86,2,0,6,1,17196,1,86,0.10484918326656789,0,1.3862943611198906,0.0,0,0,0,0,2,0,0,0,0,1,1,0,0,2.5555555555555554,0.006711409395973154,0
12592,31.465,1,86,14,23,4,1,0.1511627906976744,2,2,1,0.0,0,0.0,0,2,2,1.0986122886681098,0.0,0.0,41,2,0,5,1,17196,1,39,0.20969836653313578,2,2.1972245773362196,0.0,0,0,0,0,2,1,0,0,1,1,3,1,0,2.8,0.022988505747126436,0
232807,14.33,1,178,29,0,0,0,0.1348314606741573,1,1,0,3.0,1,0.0,0,1,1,0.6931471805599453,1.3862943611198906,0.0,19,1,0,5,1,3535,0,1,0.1900129004515158,0,0.6931471805599453,1.3862943611198906,0,0,1,1,2,1,0,0,0,1,0,0,0,4.142857142857143,0.00558659217877095,1
46586,14.88,1,139,24,0,0,0,0.14388489208633093,5,24,1,3.2,1,0.0,0,4,24,3.2188758248682006,1.4350845252893227,0.0,59,2,0,4,1,3281,0,13,2.8088749375758004,2,6.437751649736401,2.8701690505786455,0,0,0,0,2,1,0,0,1,1,2,1,0,4.8,0.03571428571428571,0
277320,5.73,1,45,7,0,0,0,0.15555555555555556,1,1,0,0.0,0,0.0,0,1,1,0.6931471805599453,0.0,0.0,185,3,1,7,1,32142,1,34,0.1130498703911479,0,2.0794415416798357,0.0,0,0,0,0,3,0,0,0,0,1,2,0,0,7.0,0.021739130434782608,0
92722,10.4,1,106,23,22,4,1,0.24528301886792453,2,2,1,4.0,1,0.0,0,2,2,1.0986122886681098,1.6094379124341003,0.0,3,1,0,4,1,32142,1,3,0.2260997407822958,1,1.0986122886681098,1.6094379124341003,0,0,0,0,1,1,0,0,1,1,5,1,0,23.0,0.018691588785046728,0
265828,5.155,1,71,13,0,0,0,0.15492957746478872,2,1,0,3.4,1,0.0,0,1,1,0.6931471805599453,1.4816045409242156,0.0,19,1,0,4,1,10480,0,10,0.06666793895557803,0,0.6931471805599453,1.4816045409242156,0,0,0,0,1,0,0,0,0,1,1,0,1,3.25,0.027777777777777776,0
104343,8.190000000000001,1,185,32,0,0,0,0.1837837837837838,3,10,1,4.2,1,0.0,0,2,10,2.3978952727983707,1.6486586255873816,0.0,26,1,0,4,1,10480,0,18,0.6666793895557803,1,2.3978952727983707,1.6486586255873816,0,0,0,0,1,1,0,0,1,1,3,1,1,4.0,0.016129032258064516,1
294662,9.19,1,19,4,0,0,0,0.21052631578947367,0,1,0,0.0,0,0.0,0,0,1,0.6931471805599453,0.0,0.0,133,3,1,5,1,17196,1,133,0.10484918326656789,0,2.0794415416798357,0.0,0,0,0,0,3,0,0,0,0,1,0,0,0,4.0,0.0,0
66062,16.75,1,22,4,0,0,0,0.18181818181818182,0,1,0,0.0,0,0.0,0,0,1,0.6931471805599453,0.0,0.0,11,1,0,4,1,3960,0,2,0.13869916990648312,0,0.6931471805599453,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.0,0.0,0
256245,14.5,1,48,8,22,4,1,0.14583333333333334,2,1,0,0.0,0,0.0,0,2,1,0.6931471805599453,0.0,0.0,18,1,0,8,1,32142,1,9,0.1130498703911479,0,0.6931471805599453,0.0,0,0,0,0,1,0,0,0,0,1,2,1,0,8.0,0.04081632653061224,0
112543,29.98,1,184,30,23,4,1,0.22282608695652173,1,1,0,0.0,0,0.0,0,1,1,0.6931471805599453,0.0,0.0,12,1,0,6,1,1451,0,0,0.15281727224855185,0,0.6931471805599453,0.0,1,1,0,0,2,0,0,0,1,1,3,1,0,3.3333333333333335,0.005405405405405406,0
148751,57.7,1,68,12,24,4,1,0.11764705882352941,3,3,1,0.0,0,0.0,0,3,3,1.3862943611198906,0.0,0.0,98,2,0,9,1,17196,1,87,0.3145475497997037,2,2.772588722239781,0.0,0,0,0,0,2,1,0,0,1,1,4,1,0,6.0,0.043478260869565216,0
112866,14.99,1,109,20,23,4,1,0.11926605504587157,1,1,0,12.0,1,0.0,0,1,1,0.6931471805599453,2.5649493574615367,0.0,249,3,1,5,1,17196,1,154,0.10484918326656789,0,2.0794415416798357,7.694848072384611,0,0,0,1,4,0,0,0,0,1,0,0,0,10.0,0.00909090909090909,0
28527,7.99,1,86,13,0,0,0,0.11627906976744186,3,6,1,1.2,1,0.0,0,2,6,1.9459101490553132,0.7884573603642702,0.0,197,3,1,5,1,10480,0,77,0.4000076337334682,3,5.8377304471659395,2.3653720810928105,0,0,0,0,3,1,0,0,1,1,2,1,0,4.333333333333333,0.034482758620689655,0
190046,13.99,1,31,6,0,0,0,0.2903225806451613,1,1,0,7.0,1,0.0,0,1,1,0.6931471805599453,2.0794415416798357,0.0,28,1,0,6,1,32142,1,27,0.1130498703911479,0,0.6931471805599453,2.0794415416798357,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,0.03125,0
77681,12.83,1,87,14,23,4,1,0.13793103448275862,3,2,1,2.64,1,0.0,0,2,2,1.0986122886681098,1.2919836816486494,0.0,12,1,0,6,1,32142,1,8,0.2260997407822958,1,1.0986122886681098,1.2919836816486494,0,0,0,0,1,1,0,0,1,1,2,1,0,14.0,0.03409090909090909,0
136515,16.6,1,68,12,0,0,0,0.16176470588235295,1,1,0,0.0,0,0.0,0,1,1,0.6931471805599453,0.0,0.0,74,2,0,7,1,17196,1,70,0.10484918326656789,0,1.3862943611198906,0.0,0,0,0,0,2,0,0,0,0,1,3,1,0,12.0,0.014492753623188406,0
239892,16.99,1,168,28,23,4,1,0.11904761904761904,1,1,0,0.0,0,0.0,0,1,1,0.6931471805599453,0.0,0.0,49,2,0,4,1,17196,1,30,0.10484918326656789,0,1.3862943611198906,0.0,1,1,0,0,3,0,0,0,0,1,3,1,0,14.0,0.005917159763313609,0
197713,5.074999999999999,1,104,16,0,0,0,0.125,2,3,1,5.0,1,0.0,0,2,3,1.3862943611198906,1.791759469228055,0.0,21,1,0,10,1,32142,1,15,0.3391496111734437,1,1.3862943611198906,1.791759469228055,0,0,0,0,1,1,0,0,1,1,3,1,1,5.333333333333333,0.01904761904761905,0
121662,10.84,1,96,15,0,0,0,0.09375,3,1,0,12.0,1,0.0,0,3,1,0.6931471805599453,2.5649493574615367,0.0,311,3,1,9,1,17196,1,241,0.10484918326656789,0,2.0794415416798357,7.694848072384611,0,0,0,0,3,0,0,0,0,1,2,1,0,3.0,0.030927835051546393,0
108072,29.99,1,104,18,0,0,0,0.1346153846153846,2,1,0,2.5,1,0.0,0,1,1,0.6931471805599453,1.252762968495368,0.0,985,3,1,4,1,32142,1,333,0.1130498703911479,0,2.0794415416798357,3.758288905486104,1,1,1,0,4,1,0,0,0,1,1,0,0,2.5714285714285716,0.01904761904761905,0
80628,487.015,1,49,8,24,5,1,0.24489795918367346,1,1,0,1.0,1,1.0,1,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,370,3,1,8,1,32142,1,304,0.1130498703911479,0,2.0794415416798357,2.0794415416798357,1,1,0,0,4,0,0,0,0,1,2,1,0,8.0,0.02,0
292699,2.38,1,68,11,0,0,0,0.11764705882352941,2,6,1,19.0,1,0.0,0,2,6,1.9459101490553132,2.995732273553991,0.0,119,3,1,9,1,32142,1,78,0.6782992223468874,3,5.8377304471659395,8.987196820661973,0,0,0,0,3,1,0,0,1,1,0,0,0,2.75,0.028985507246376812,0
30843,12.7,1,177,31,23,4,1,0.10734463276836158,5,1,1,150.0,1,0.0,0,4,1,0.6931471805599453,5.017279836814924,0.0,30,1,0,4,1,10480,0,6,0.06666793895557803,1,0.6931471805599453,5.017279836814924,1,1,0,1,3,1,0,0,1,1,5,1,1,31.0,0.028089887640449437,1
259579,13.0,1,31,7,0,0,0,0.45161290322580644,1,1,0,0.0,0,0.0,0,1,1,0.6931471805599453,0.0,0.0,1,1,0,4,1,32142,1,1,0.1130498703911479,0,0.6931471805599453,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.5,0.03125,0
172567,12.95,1,52,8,23,4,1,0.15384615384615385,0,1,0,0.0,0,0.0,0,0,1,0.6931471805599453,0.0,0.0,125,3,1,6,1,3535,0,6,0.1900129004515158,0,2.0794415416798357,0.0,1,1,0,0,4,0,0,0,0,1,0,0,0,8.0,0.0,0
145317,6.58,1,28,6,0,0,0,0.03571428571428571,3,1,0,0.0,0,7.5,1,2,1,0.6931471805599453,0.0,2.1400661634962708,21,1,0,5,1,32142,1,19,0.1130498703911479,0,0.6931471805599453,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.0,0.10344827586206896,0
11805,2.935,1,43,9,0,0,0,0.18604651162790697,1,1,0,3.0,1,0.0,0,1,1,0.6931471805599453,1.3862943611198906,0.0,7,1,0,5,1,32142,1,7,0.1130498703911479,0,0.6931471805599453,1.3862943611198906,0,0,0,0,1,0,0,0,0,1,2,0,1,4.5,0.022727272727272728,0
79653,13.275,1,70,13,0,0,0,0.14285714285714285,2,4,1,0.0,0,11.0,1,2,4,1.6094379124341003,0.0,2.4849066497880004,20,1,0,6,1,32142,1,5,0.4521994815645916,1,1.6094379124341003,0.0,1,1,0,0,2,1,0,0,1,1,2,1,0,6.5,0.028169014084507043,0
289577,6.220000000000001,1,58,8,0,0,0,0.10344827586206896,3,3,1,0.0,0,0.0,0,2,3,1.3862943611198906,0.0,0.0,370,3,1,8,1,32142,1,304,0.3391496111734437,3,4.1588830833596715,0.0,0,0,0,0,3,1,0,0,1,1,3,1,0,4.0,0.05084745762711865,0
51451,29.68,1,149,25,23,4,1,0.18791946308724833,2,1,0,0.0,0,0.0,0,2,1,0.6931471805599453,0.0,0.0,9,1,0,7,1,17196,1,9,0.10484918326656789,0,0.6931471805599453,0.0,2,1,0,0,3,0,0,0,0,1,0,0,0,6.25,0.013333333333333334,0
65767,2.5,1,43,8,0,0,0,0.13953488372093023,1,1,0,24.0,1,0.0,0,1,1,0.6931471805599453,3.2188758248682006,0.0,44,2,0,5,1,3960,0,42,0.13869916990648312,0,1.3862943611198906,6.437751649736401,0,0,0,0,2,0,0,0,0,1,0,0,0,4.0,0.022727272727272728,0
194148,2.4400000000000004,1,39,6,0,0,0,0.3076923076923077,2,1,0,8.8,1,0.0,0,1,1,0.6931471805599453,2.2823823856765264,0.0,74,2,0,5,1,3535,0,19,0.1900129004515158,0,1.3862943611198906,4.564764771353053,0,0,0,0,2,0,0,0,0,1,0,0,0,3.0,0.05,0
166620,12.99,1,177,32,0,0,0,0.1638418079096045,2,3,1,0.0,0,8.0,1,2,3,1.3862943611198906,0.0,2.1972245773362196,22,1,0,6,1,3960,0,6,0.4160975097194494,1,1.3862943611198906,0.0,0,0,0,0,1,1,0,0,1,1,5,0,1,4.571428571428571,0.011235955056179775,0
30707,14.88,1,164,27,22,5,1,0.13414634146341464,3,1,0,8.0,1,2.0,1,3,1,0.6931471805599453,2.1972245773362196,1.0986122886681098,93,2,0,5,1,32142,1,61,0.1130498703911479,0,1.3862943611198906,4.394449154672439,1,1,0,0,3,0,0,0,0,1,7,1,0,4.5,0.01818181818181818,0
103867,5.94,1,82,16,0,0,0,0.14634146341463414,3,12,1,0.0,0,16.0,1,3,12,2.5649493574615367,0.0,2.833213344056216,1,1,0,4,1,17196,1,1,1.2581901991988147,1,2.5649493574615367,0.0,0,0,0,0,1,1,0,0,1,1,2,1,0,4.0,0.03614457831325301,0
234792,3.69,1,61,10,23,4,1,0.2786885245901639,2,1,0,2.75,1,0.0,0,1,1,0.6931471805599453,1.3217558399823195,0.0,6,1,0,6,1,32142,1,5,0.1130498703911479,0,0.6931471805599453,1.3217558399823195,1,1,0,0,2,0,0,0,0,1,1,0,1,5.0,0.03225806451612903,0
271427,1.34,1,67,11,0,0,0,0.14925373134328357,1,6,1,0.0,0,0.0,0,1,6,1.9459101490553132,0.0,0.0,639,3,1,9,1,32142,1,531,0.6782992223468874,3,5.8377304471659395,0.0,0,0,0,0,3,1,0,0,1,1,1,0,1,11.0,0.014705882352941176,0
101825,26.99,1,22,4,23,4,1,0.09090909090909091,1,1,0,0.0,0,0.0,0,1,1,0.6931471805599453,0.0,0.0,124,3,1,7,0,1404,0,3,0.2233179576904724,0,2.0794415416798357,0.0,0,0,0,0,3,0,0,0,0,1,2,1,0,4.0,0.043478260869565216,0
167096,3.29,1,61,10,23,5,1,0.14754098360655737,1,1,0,0.0,0,32.0,1,1,1,0.6931471805599453,0.0,3.4965075614664802,257,3,1,4,1,1463,0,9,0.17119120056166628,0,2.0794415416798357,0.0,0,0,0,0,3,0,0,0,0,1,0,0,0,3.3333333333333335,0.016129032258064516,1
199152,27.735,1,54,11,0,0,0,0.1111111111111111,2,5,1,100.0,1,0.0,0,2,5,1.791759469228055,4.61512051684126,0.0,51,2,0,6,1,32142,1,25,0.5652493519557396,2,3.58351893845611,9.23024103368252,0,0,0,0,2,1,0,0,1,1,4,1,0,11.0,0.03636363636363636,0
107490,9.99,1,115,20,23,4,1,0.1391304347826087,4,2,1,26.0,1,0.0,0,3,2,1.0986122886681098,3.295836866004329,0.0,77,2,0,5,1,32142,1,62,0.2260997407822958,2,2.1972245773362196,6.591673732008658,0,0,0,0,2,1,0,0,1,1,2,1,0,5.0,0.034482758620689655,0
128418,3.78,1,68,11,0,0,0,0.11764705882352941,3,8,1,16.9,1,0.0,0,2,8,2.1972245773362196,2.884800712846709,0.0,26,1,0,6,1,17196,1,24,0.8387934661325431,1,2.1972245773362196,2.884800712846709,0,0,0,0,1,1,0,0,1,1,2,1,0,3.6666666666666665,0.043478260869565216,0
203939,32.26,1,78,12,22,4,1,0.11538461538461539,3,1,0,0.38,1,0.0,0,2,1,0.6931471805599453,0.3220834991691133,0.0,4,1,0,6,1,17196,1,3,0.10484918326656789,0,0.6931471805599453,0.3220834991691133,0,0,0,0,1,0,0,0,0,1,1,0,0,4.0,0.0379746835443038,0
291709,45.5,1,63,13,24,5,1,0.12698412698412698,2,1,0,0.0,0,32.0,1,2,1,0.6931471805599453,0.0,3.4965075614664802,194,3,1,4,1,1463,0,8,0.17119120056166628,0,2.0794415416798357,0.0,1,1,0,0,4,0,0,0,0,1,2,0,0,13.0,0.03125,0
66233,51.87,1,61,11,0,0,0,0.13114754098360656,2,12,1,0.0,0,0.0,0,2,12,2.5649493574615367,0.0,0.0,2,1,0,4,1,32142,1,2,1.3565984446937749,1,2.5649493574615367,0.0,0,0,0,0,1,1,0,0,1,1,2,1,0,5.5,0.03225806451612903,0
104204,13.96,1,80,14,0,0,0,0.2,1,1,0,10.0,1,0.0,0,1,1,0.6931471805599453,2.3978952727983707,0.0,26,1,0,4,1,17196,1,26,0.10484918326656789,0,0.6931471805599453,2.3978952727983707,0,0,0,0,1,0,0,0,1,1,2,1,0,2.8,0.012345679012345678,0
130517,3.24,1,160,25,0,0,0,0.13125,5,1,0,15.0,1,0.0,0,4,1,0.6931471805599453,2.772588722239781,0.0,20,1,0,5,1,3281,0,17,0.11703645573232502,0,0.6931471805599453,2.772588722239781,0,0,0,0,1,0,1,0,0,0,0,0,0,2.272727272727273,0.031055900621118012,0
240265,9.49,1,151,28,23,4,1,0.15894039735099338,1,1,0,1.0,1,0.0,0,1,1,0.6931471805599453,0.6931471805599453,0.0,165,3,1,2,1,10480,0,94,0.06666793895557803,0,2.0794415416798357,2.0794415416798357,0,0,1,1,4,1,0,0,0,1,3,0,0,28.0,0.006578947368421052,1
113107,28.55,1,65,15,0,0,0,0.16923076923076924,3,12,1,0.0,0,20.0,1,3,12,2.5649493574615367,0.0,3.044522437723423,121,3,1,1,1,32142,1,65,1.3565984446937749,3,7.694848072384611,0.0,0,0,0,0,3,1,0,0,1,1,3,1,1,3.75,0.045454545454545456,0
279910,2.935,1,87,15,0,0,0,0.1839080459770115,2,12,1,8.0,1,0.0,0,2,12,2.5649493574615367,2.1972245773362196,0.0,17,1,0,5,1,1463,0,3,2.0542944067399955,1,2.5649493574615367,2.1972245773362196,0,0,1,0,1,2,0,0,1,1,2,1,0,5.0,0.022727272727272728,0
182106,79.99,1,102,15,0,0,0,0.12745098039215685,2,1,0,5.0,1,0.0,0,2,1,0.6931471805599453,1.791759469228055,0.0,5,1,0,7,1,3281,0,4,0.11703645573232502,0,0.6931471805599453,1.791759469228055,0,0,0,0,1,0,0,0,1,1,2,1,0,5.0,0.019417475728155338,0
123650,35.95,1,157,21,23,4,1,0.06369426751592357,0,1,0,0.0,0,0.0,0,0,1,0.6931471805599453,0.0,0.0,13,1,0,7,1,10480,0,2,0.06666793895557803,0,0.6931471805599453,0.0,0,0,1,0,1,1,0,0,1,1,0,0,0,2.3333333333333335,0.0,0
242681,14.005,1,126,24,0,0,0,0.14285714285714285,4,10,1,0.0,0,0.0,0,4,10,2.3978952727983707,0.0,0.0,83,2,0,4,1,17196,1,82,1.048491832665679,2,4.795790545596741,0.0,0,0,0,0,2,1,0,0,1,1,7,1,0,12.0,0.031496062992125984,0
92999,12.99,1,182,30,22,4,1,0.12087912087912088,1,1,0,8.0,1,0.0,0,1,1,0.6931471805599453,2.1972245773362196,0.0,113,2,0,5,1,3960,0,6,0.13869916990648312,0,1.3862943611198906,4.394449154672439,1,1,0,0,3,0,0,0,0,1,2,0,1,30.0,0.00546448087431694,0
254142,6.835,1,52,8,0,0,0,0.1346153846153846,2,1,0,0.0,0,0.0,0,1,1,0.6931471805599453,0.0,0.0,45,2,0,10,1,32142,1,38,0.1130498703911479,0,1.3862943611198906,0.0,0,0,0,0,2,0,0,0,0,1,0,0,0,4.0,0.03773584905660377,0
109664,14.99,1,87,16,24,5,1,0.13793103448275862,4,3,1,0.0,0,33.8,1,3,3,1.3862943611198906,0.0,3.5496173867804286,28,1,0,6,1,17196,1,20,0.3145475497997037,1,1.3862943611198906,0.0,1,1,0,0,2,1,0,0,1,1,2,1,0,5.333333333333333,0.045454545454545456,0
220996,4.22,1,50,8,23,4,1,0.16,2,1,0,0.46,1,0.0,0,1,1,0.6931471805599453,0.3784364357202451,0.0,370,3,1,8,1,32142,1,304,0.1130498703911479,0,2.0794415416798357,1.1353093071607354,0,0,0,0,3,0,0,0,0,1,1,0,0,2.6666666666666665,0.0392156862745098,0
109959,8.95,1,163,27,22,4,1,0.147239263803681,0,1,0,0.0,0,0.0,0,0,1,0.6931471805599453,0.0,0.0,5,1,0,3,1,10480,0,1,0.06666793895557803,0,0.6931471805599453,0.0,1,1,1,1,3,1,0,0,0,1,2,0,0,13.5,0.0,1
73485,49.99,1,73,13,23,4,1,0.136986301369863,2,3,1,2.0,1,2.0,1,2,3,1.3862943611198906,1.0986122886681098,1.0986122886681098,49,2,0,8,1,10480,0,7,0.2000038168667341,2,2.772588722239781,2.1972245773362196,0,0,1,0,2,2,0,0,1,1,2,1,0,6.5,0.02702702702702703,0
47276,9.74,1,121,23,0,0,0,0.18181818181818182,1,1,0,4.0,1,0.0,0,1,1,0.6931471805599453,1.6094379124341003,0.0,30,1,0,5,1,10480,0,16,0.06666793895557803,0,0.6931471805599453,1.6094379124341003,0,0,0,0,1,0,0,0,1,1,0,0,0,2.875,0.00819672131147541,0
288868,39.99,1,74,12,0,0,0,0.12162162162162163,2,4,1,8.0,1,0.0,0,2,4,1.6094379124341003,2.1972245773362196,0.0,7,1,0,4,1,32142,1,6,0.4521994815645916,1,1.6094379124341003,2.1972245773362196,1,1,0,0,2,1,0,0,1,1,3,1,0,6.0,0.02666666666666667,0
128572,219.57,1,67,13,23,4,1,0.1044776119402985,4,1,0,5.0,1,0.0,0,4,1,0.6931471805599453,1.791759469228055,0.0,11,1,0,8,1,32142,1,6,0.1130498703911479,0,0.6931471805599453,1.791759469228055,1,1,0,0,2,0,0,0,0,1,2,0,0,6.5,0.058823529411764705,0
118475,38.41,1,89,16,23,4,1,0.1348314606741573,1,1,0,1.0,1,1.0,1,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,99,2,0,4,1,32142,1,30,0.1130498703911479,0,1.3862943611198906,1.3862943611198906,1,1,0,0,3,0,0,0,0,1,4,1,1,8.0,0.011111111111111112,0
247890,9.98,1,123,20,0,0,0,0.11382113821138211,1,1,0,0.0,0,150.0,1,1,1,0.6931471805599453,0.0,5.017279836814924,50,2,0,5,1,32142,1,31,0.1130498703911479,0,1.3862943611198906,0.0,1,1,0,2,5,0,0,0,0,1,3,0,1,20.0,0.008064516129032258,0
261210,8.48,1,75,13,0,0,0,0.12,3,1,1,6.7,1,0.0,0,2,1,0.6931471805599453,2.0412203288596382,0.0,7,1,0,4,1,10480,0,2,0.06666793895557803,1,0.6931471805599453,2.0412203288596382,0,0,0,0,1,1,0,0,1,1,2,1,0,4.333333333333333,0.039473684210526314,0
280058,3.92,1,76,13,0,0,0,0.18421052631578946,1,1,0,1.0,1,1.0,1,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,14,1,0,7,1,3535,0,14,0.1900129004515158,0,0.6931471805599453,0.6931471805599453,0,0,0,0,1,0,0,0,0,1,1,0,0,3.25,0.012987012987012988,1
56656,14.0,1,128,20,0,0,0,0.1171875,2,1,0,4.0,1,0.0,0,2,1,0.6931471805599453,1.6094379124341003,0.0,28,1,0,5,1,17196,1,9,0.10484918326656789,0,0.6931471805599453,1.6094379124341003,1,1,0,0,2,0,0,0,0,1,3,1,1,6.666666666666667,0.015503875968992248,0
188143,118.87,1,75,13,22,4,1,0.10666666666666667,3,1,0,6.04,1,0.0,0,2,1,0.6931471805599453,1.951608170169951,0.0,6,1,0,7,1,3535,0,6,0.1900129004515158,0,0.6931471805599453,1.951608170169951,1,1,0,0,2,0,0,0,0,1,2,0,0,6.5,0.039473684210526314,0
7746,59.95,1,196,32,23,4,1,0.15816326530612246,3,4,1,12.0,1,0.0,0,3,4,1.6094379124341003,2.5649493574615367,0.0,20,1,0,1,1,10480,0,1,0.2666717558223121,1,1.6094379124341003,2.5649493574615367,1,1,1,0,2,2,0,0,1,1,1,0,0,2.4615384615384617,0.015228426395939087,0
118715,13.99,1,173,29,23,4,1,0.12716763005780346,2,3,1,0.0,0,0.0,0,2,3,1.3862943611198906,0.0,0.0,40,1,0,6,1,17196,1,39,0.3145475497997037,1,1.3862943611198906,0.0,1,1,0,0,2,1,1,0,1,0,5,1,0,9.666666666666666,0.011494252873563218,0
276086,10.0,1,50,7,0,0,0,0.12,2,1,0,10.5,1,0.0,0,1,1,0.6931471805599453,2.4423470353692043,0.0,49,2,0,5,1,32142,1,28,0.1130498703911479,0,1.3862943611198906,4.8846940707384086,0,0,0,1,3,0,0,0,0,1,0,0,0,3.5,0.0392156862745098,0
67599,14.95,1,93,14,24,4,1,0.12903225806451613,4,1,1,900.0,1,0.0,0,3,1,0.6931471805599453,6.803505257608338,0.0,6,1,0,8,1,32142,1,5,0.1130498703911479,1,0.6931471805599453,6.803505257608338,1,1,0,0,2,1,0,0,1,1,2,0,0,3.5,0.0425531914893617,0
30522,4.92,1,49,8,0,0,0,0.10204081632653061,3,12,1,0.3125,1,0.0,0,2,12,2.5649493574615367,0.27193371548364176,0.0,85,2,0,6,1,32142,1,64,1.3565984446937749,2,5.1298987149230735,0.5438674309672835,0,0,0,0,2,1,1,0,1,0,2,1,0,4.0,0.06,0
235577,12.99,1,95,16,23,4,1,0.11578947368421053,2,1,0,10.0,1,0.0,0,2,1,0.6931471805599453,2.3978952727983707,0.0,93,2,0,6,1,1451,0,0,0.15281727224855185,0,1.3862943611198906,4.795790545596741,0,0,0,1,3,0,0,0,1,1,2,0,0,5.333333333333333,0.020833333333333332,0
74401,94.97,1,130,18,22,4,1,0.12307692307692308,0,1,0,0.0,0,0.0,0,0,1,0.6931471805599453,0.0,0.0,58,2,0,4,1,32142,1,41,0.1130498703911479,0,1.3862943611198906,0.0,0,0,0,0,2,0,0,0,0,1,1,0,0,3.0,0.0,0
201279,1.89,1,88,14,0,0,0,0.11363636363636363,3,12,1,10.5,1,0.0,0,2,12,2.5649493574615367,2.4423470353692043,0.0,298,3,1,8,1,1451,0,0,1.8338072669826224,3,7.694848072384611,7.327041106107613,0,0,0,0,3,1,0,0,1,1,3,1,0,7.0,0.033707865168539325,0
125217,100.93,1,90,14,0,0,0,0.12222222222222222,3,100,1,0.75,1,0.0,0,2,100,4.61512051684126,0.5596157879354227,0.0,162,3,1,5,1,10480,0,38,6.666793895557803,3,13.84536155052378,1.678847363806268,1,1,0,0,4,1,0,0,1,1,2,1,0,3.5,0.03296703296703297,1
34802,3.21,1,56,13,23,4,1,0.17857142857142858,1,1,0,0.0,0,0.0,0,1,1,0.6931471805599453,0.0,0.0,257,3,1,7,1,17196,1,222,0.10484918326656789,0,2.0794415416798357,0.0,0,0,0,0,3,0,0,0,0,1,1,0,0,13.0,0.017543859649122806,0
92258,30.1,1,74,12,0,0,0,0.13513513513513514,2,12,1,0.0,0,0.0,0,2,12,2.5649493574615367,0.0,0.0,88,2,0,4,1,17196,1,10,1.2581901991988147,2,5.1298987149230735,0.0,1,1,0,0,3,1,0,1,1,0,3,1,0,3.0,0.02666666666666667,0
105627,43.99,1,113,19,23,4,1,0.1415929203539823,5,8,1,0.0,0,0.0,0,5,8,2.1972245773362196,0.0,0.0,3,1,0,6,1,32142,1,3,0.9043989631291832,1,2.1972245773362196,0.0,0,0,1,0,1,2,0,1,1,0,6,1,0,6.333333333333333,0.043859649122807015,0
146797,50.13,1,59,12,23,4,1,0.15254237288135594,3,3,1,4.0,1,0.0,0,3,3,1.3862943611198906,1.6094379124341003,0.0,146,3,1,6,1,17196,1,130,0.3145475497997037,3,4.1588830833596715,4.828313737302301,0,0,0,0,3,1,0,0,1,1,5,1,0,6.0,0.05,0
140830,20.97,1,73,13,0,0,0,0.1095890410958904,2,1,1,1.0,1,1.0,1,2,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,20,1,0,8,1,17196,1,17,0.10484918326656789,1,0.6931471805599453,0.6931471805599453,0,0,0,0,1,1,0,0,1,1,2,1,0,3.25,0.02702702702702703,0
277443,5.79,1,73,13,0,0,0,0.1232876712328767,2,6,1,0.0,0,1.0,1,2,6,1.9459101490553132,0.0,0.6931471805599453,639,3,1,9,1,32142,1,531,0.6782992223468874,3,5.8377304471659395,0.0,1,1,0,0,4,1,0,0,1,1,2,1,0,6.5,0.02702702702702703,1
